"id","datasheet","datasheet_local","desc","exclude_from_board","exclude_from_bom","footprint","height","keywords","manufacturer_name","manufacturer_pn","package","sub_requirements","symbol","type","value","vendor_name","vendor_pn","current","voltage"
"XF3M1-1515-1B","https://omronfs.omron.com/en_US/ecb/products/pdf/en-xf3m.pdf","en-xf3m.pdf","Connector FFC - 15 position, pitch 1mm, right angle, dual contact",0,0,"DM-Footprint:XF3M1-1515-1B","2.00mm","J connector FFC FPC","Omron Electronics","XF3M(1)-1515-1B","Other","No sub","DM-Symbol:XF3M1-1515-1B","SMD","XF3M(1)-1515-1B","Mouser","653-XF3M1-1515-1B","500mA per position","50V max"
