"id","datasheet","datasheet_local","desc","exclude_from_board","exclude_from_bom","footprint","height","keywords","manufacturer_name","manufacturer_pn","package","sub_requirements","symbol","type","value","vendor_name","vendor_pn","current","power","qualification","voltage"
"DMN32D2LDF","https://www.diodes.com/assets/Datasheets/ds31238.pdf","ds31238.pdf","Transistor FET – N-Channel, Dual, Common Source, 1.5Ω @ 2.5Vgs @ 20mA",0,0,"DM-Footprint:SOT-353_SC-70-5","1.00mm","Transistor MOSFET FET","Diodes Incorporated","DMN32D2LDF-7","SOT-353, SC-70-5","No sub","DM-Symbol:Q_Dual_NMOS_G1SG2D2D1","SMD","DMN32D2LDF","Mouser","621-DMN32D2LDF-7","400mA max","280mW max","AEC-Q101","30Vds max, ±10Vgs max, 1.2Vgs(th) max"
