"id","datasheet","datasheet_local","desc","exclude_from_board","exclude_from_bom","footprint","height","keywords","manufacturer_name","manufacturer_pn","package","sub_requirements","symbol","type","value","vendor_name","vendor_pn","current","voltage"
"218-4LPSTJRF","https://www.ctscorp.com/wp-content/uploads/218.pdf","218.pdf","Switch - DIP x04, 100mΩ, 1000 cycle, pitch 1.27mm",0,0,"DM-Footprint:CTS_218-4LPSTJRF","2.75mm","SW switch dip","CTS","218-4LPSTJRF","Other","No sub","DM-Symbol:SW_DIP_x04","SMD","218-4LPSTJRF","Mouser","774-218-4LPSTJRF","25mA max switching, 100mA max non-switching","24V max switching, 50V max non-switching"
