"id","color","datasheet","datasheet_local","desc","exclude_from_board","exclude_from_bom","footprint","height","keywords","manufacturer_name","manufacturer_pn","package","sub_requirements","symbol","type","value","vendor_name","vendor_pn","current","power","qualification","voltage"
"LTST-C190KFKT","Orange","https://optoelectronics.liteon.com/upload/download/DS-22-99-0186/LTST-C190KFKT.PDF","LTST-C190KFKT.PDF","LED - Orange, 605nm, 90mcd @ 20mA, 130 deg",0,0,"DM-Footprint:LED_0603_1608Metric","0.80mm","LED led","Lite-On","LTST-C190KFKT","EIA 0603, 1608Metric","No sub","DM-Symbol:LED","SMD","LTST-C190KFKT","Mouser","859-LTST-C190KFKT","30mA max","75mW max",,"2V, 5Vrmax"
